Date,Open,High,Low,Close,Adj Close,Volume
2024-03-01,492.109985,504.250000,491.850006,502.299988,502.299988,16273600
2024-03-04,503.000000,504.420013,496.420013,498.190002,498.190002,12324100
2024-03-05,495.000000,495.579987,487.890015,490.220001,490.220001,15325300
2024-03-06,497.630005,502.970001,494.290009,496.089996,496.089996,11757900
2024-03-07,503.279999,519.849976,501.380005,512.190002,512.190002,18586400
2024-03-08,514.190002,523.570007,499.350006,505.950012,505.950012,18575200
2024-03-11,497.010010,497.320007,476.000000,483.589996,483.589996,20428300
2024-03-12,493.260010,502.309998,484.730011,499.750000,499.750000,15448200
2024-03-13,495.390015,500.980011,491.029999,495.570007,495.570007,12090700
2024-03-14,500.260010,501.350006,488.160004,491.829987,491.829987,12620000
2024-03-15,489.010010,491.829987,481.299988,484.100006,484.100006,29141700
2024-03-18,491.910004,497.420013,486.809998,496.980011,496.980011,11755300
2024-03-19,488.170013,496.630005,481.279999,496.239990,496.239990,10903100
2024-03-20,499.500000,508.200012,495.170013,505.519989,505.519989,11711100
2024-03-21,514.710022,515.039978,506.010010,507.760010,507.760010,9712500
2024-03-22,507.000000,509.970001,504.339996,509.579987,509.579987,8117000
2024-03-25,505.790009,507.220001,500.239990,503.019989,503.019989,8380600
2024-03-26,505.130005,510.000000,495.209991,495.890015,495.890015,11205400
2024-03-27,499.299988,499.890015,488.070007,493.859985,493.859985,9989700
2024-03-28,492.839996,492.890015,485.149994,485.579987,485.579987,15212800
2024-04-01,487.200012,497.429993,481.779999,491.350006,491.350006,9247000
2024-04-02,485.100006,497.529999,484.649994,497.369995,497.369995,11081000
2024-04-03,498.929993,507.239990,498.750000,506.739990,506.739990,12099200
2024-04-04,516.419983,530.000000,510.579987,510.920013,510.920013,26476300
2024-04-05,516.859985,530.700012,514.409973,527.340027,527.340027,19242000
2024-04-08,529.280029,531.489990,518.890015,519.250000,519.250000,13260600
2024-04-09,522.229980,525.869995,506.739990,516.900024,516.900024,10881400
2024-04-10,509.290009,522.559998,505.799988,519.830017,519.830017,11418500
2024-04-11,521.109985,523.859985,517.289978,523.159973,523.159973,10369500
2024-04-12,517.750000,520.190002,509.329987,511.899994,511.899994,11944900
2024-04-15,516.719971,518.530029,497.279999,500.230011,500.230011,13512900
2024-04-16,498.109985,504.769989,497.109985,499.760010,499.760010,9847900
2024-04-17,503.100006,503.160004,487.140015,494.170013,494.170013,12193700
2024-04-18,499.820007,512.210022,499.040009,501.799988,501.799988,14808700
2024-04-19,502.799988,502.799988,475.730011,481.070007,481.070007,25111000
2024-04-22,489.720001,492.010010,473.399994,481.730011,481.730011,17271100
2024-04-23,491.250000,498.760010,488.970001,496.100006,496.100006,15079200
2024-04-24,508.059998,510.000000,484.579987,493.500000,493.500000,37772700
2024-04-25,421.399994,445.769989,414.500000,441.380005,441.380005,82890700
2024-04-26,441.459991,446.440002,431.959991,443.290009,443.290009,32691400
2024-04-29,439.559998,439.760010,428.559998,432.619995,432.619995,21502600
2024-04-30,431.049988,439.619995,429.720001,430.170013,430.170013,18429500
2024-05-01,428.600006,449.959991,427.109985,439.190002,439.190002,20344900
2024-05-02,438.839996,443.959991,432.279999,441.679993,441.679993,15221300
2024-05-03,445.929993,454.170013,443.850006,451.959991,451.959991,16489100
2024-05-06,455.579987,466.160004,453.339996,465.679993,465.679993,15094600
2024-05-07,466.290009,471.529999,461.309998,468.239990,468.239990,13406800
2024-05-08,463.500000,475.579987,463.000000,472.600006,472.600006,11683900
2024-05-09,470.000000,476.079987,467.630005,475.420013,475.420013,9437700
2024-05-10,477.089996,477.500000,469.600006,476.200012,476.200012,10750000
2024-05-13,472.750000,473.350006,462.850006,468.010010,468.010010,14668800
2024-05-14,463.369995,472.540009,460.079987,471.850006,471.850006,10478600
2024-05-15,474.980011,482.500000,471.200012,481.540009,481.540009,13100500
2024-05-16,475.000000,477.690002,472.750000,473.230011,473.230011,16608200
2024-05-17,470.829987,472.799988,468.420013,471.910004,471.910004,10807300
2024-05-20,469.950012,473.200012,467.040009,468.839996,468.839996,11745100
2024-05-21,467.119995,470.700012,462.269989,464.630005,464.630005,11742200
2024-05-22,467.869995,473.720001,465.649994,467.779999,467.779999,10078600
2024-05-23,472.880005,474.359985,461.540009,465.779999,465.779999,11747900
2024-05-24,467.619995,479.850006,466.299988,478.220001,478.220001,12012300
2024-05-28,476.579987,480.859985,474.839996,479.920013,479.920013,10175800
2024-05-29,474.660004,479.850006,473.700012,474.359985,474.359985,9226200
2024-05-30,471.670013,471.730011,464.709991,467.049988,467.049988,10735200
